codigo_cid,capitulo_cid
W38,Causas externas
W380,Causas externas
W381,Causas externas
W382,Causas externas
W383,Causas externas
W384,Causas externas
W385,Causas externas
W386,Causas externas
W387,Causas externas
W388,Causas externas
W389,Causas externas
W39,Causas externas
W390,Causas externas
W391,Causas externas
W392,Causas externas
W393,Causas externas
W394,Causas externas
W395,Causas externas
W396,Causas externas
W397,Causas externas
W398,Causas externas
W399,Causas externas
W40,Causas externas
W400,Causas externas
W401,Causas externas
W402,Causas externas
W403,Causas externas
W404,Causas externas
W405,Causas externas
W406,Causas externas
W407,Causas externas
W408,Causas externas
W409,Causas externas
W41,Causas externas
W410,Causas externas
W411,Causas externas
W412,Causas externas
W413,Causas externas
W414,Causas externas
W415,Causas externas
W416,Causas externas
W417,Causas externas
W418,Causas externas
W419,Causas externas
W42,Causas externas
W420,Causas externas
W421,Causas externas
W422,Causas externas
W423,Causas externas
W424,Causas externas
W425,Causas externas
W426,Causas externas
W427,Causas externas
W428,Causas externas
W429,Causas externas
W43,Causas externas
W430,Causas externas
W431,Causas externas
W432,Causas externas
W433,Causas externas
W434,Causas externas
W435,Causas externas
W436,Causas externas
W437,Causas externas
W438,Causas externas
W439,Causas externas
W44,Causas externas
W440,Causas externas
W441,Causas externas
W442,Causas externas
W443,Causas externas
W444,Causas externas
W445,Causas externas
W446,Causas externas
W447,Causas externas
W448,Causas externas
W449,Causas externas
W45,Causas externas
W450,Causas externas
W451,Causas externas
W452,Causas externas
W453,Causas externas
W454,Causas externas
W455,Causas externas
W456,Causas externas
W457,Causas externas
W458,Causas externas
W459,Causas externas
W46,Causas externas
W460,Causas externas
W461,Causas externas
W462,Causas externas
W463,Causas externas
W464,Causas externas
W465,Causas externas
W466,Causas externas
W467,Causas externas
W468,Causas externas
W469,Causas externas
W49,Causas externas
W490,Causas externas
W491,Causas externas
W492,Causas externas
W493,Causas externas
W494,Causas externas
W495,Causas externas
W496,Causas externas
W497,Causas externas
W498,Causas externas
W499,Causas externas
W50,Causas externas
W500,Causas externas
W501,Causas externas
W502,Causas externas
W503,Causas externas
W504,Causas externas
W505,Causas externas
W506,Causas externas
W507,Causas externas
W508,Causas externas
W509,Causas externas
W51,Causas externas
W510,Causas externas
W511,Causas externas
W512,Causas externas
W513,Causas externas
W514,Causas externas
W515,Causas externas
W516,Causas externas
W517,Causas externas
W518,Causas externas
W519,Causas externas
W52,Causas externas
W520,Causas externas
W521,Causas externas
W522,Causas externas
W523,Causas externas
W524,Causas externas
W525,Causas externas
W526,Causas externas
W527,Causas externas
W528,Causas externas
W529,Causas externas
W53,Causas externas
W530,Causas externas
W531,Causas externas
W532,Causas externas
W533,Causas externas
W534,Causas externas
W535,Causas externas
W536,Causas externas
W537,Causas externas
W538,Causas externas
W539,Causas externas
W54,Causas externas
W540,Causas externas
W541,Causas externas
W542,Causas externas
W543,Causas externas
W544,Causas externas
W545,Causas externas
W546,Causas externas
W547,Causas externas
W548,Causas externas
W549,Causas externas
W55,Causas externas
W550,Causas externas
W551,Causas externas
W552,Causas externas
W553,Causas externas
W554,Causas externas
W555,Causas externas
W556,Causas externas
W557,Causas externas
W558,Causas externas
W559,Causas externas
W56,Causas externas
W560,Causas externas
W561,Causas externas
W562,Causas externas
W563,Causas externas
W564,Causas externas
W565,Causas externas
W566,Causas externas
W567,Causas externas
W568,Causas externas
W569,Causas externas
W57,Causas externas
W570,Causas externas
W571,Causas externas
W572,Causas externas
W573,Causas externas
W574,Causas externas
W575,Causas externas
W576,Causas externas
W577,Causas externas
W578,Causas externas
W579,Causas externas
W58,Causas externas
W580,Causas externas
W581,Causas externas
W582,Causas externas
W583,Causas externas
W584,Causas externas
W585,Causas externas
W586,Causas externas
W587,Causas externas
W588,Causas externas
W589,Causas externas
W59,Causas externas
W590,Causas externas
W591,Causas externas
W592,Causas externas
W593,Causas externas
W594,Causas externas
W595,Causas externas
W596,Causas externas
W597,Causas externas
W598,Causas externas
W599,Causas externas
W60,Causas externas
W600,Causas externas
W601,Causas externas
W602,Causas externas
W603,Causas externas
W604,Causas externas
W605,Causas externas
W606,Causas externas
W607,Causas externas
W608,Causas externas
W609,Causas externas
W64,Causas externas
W640,Causas externas
W641,Causas externas
W642,Causas externas
W643,Causas externas
W644,Causas externas
W645,Causas externas
W646,Causas externas
W647,Causas externas
W648,Causas externas
W649,Causas externas
W65,Causas externas
W650,Causas externas
W651,Causas externas
W652,Causas externas
W653,Causas externas
W654,Causas externas
W655,Causas externas
W656,Causas externas
W657,Causas externas
W658,Causas externas
W659,Causas externas
W66,Causas externas
W660,Causas externas
W661,Causas externas
W662,Causas externas
W663,Causas externas
W664,Causas externas
W665,Causas externas
W666,Causas externas
W667,Causas externas
W668,Causas externas
W669,Causas externas
W67,Causas externas
W670,Causas externas
W671,Causas externas
W672,Causas externas
W673,Causas externas
W674,Causas externas
W675,Causas externas
W676,Causas externas
W677,Causas externas
W678,Causas externas
W679,Causas externas
W68,Causas externas
W680,Causas externas
W681,Causas externas
W682,Causas externas
W683,Causas externas
W684,Causas externas
W685,Causas externas
W686,Causas externas
W687,Causas externas
W688,Causas externas
W689,Causas externas
W69,Causas externas
W690,Causas externas
W691,Causas externas
W692,Causas externas
W693,Causas externas
W694,Causas externas
W695,Causas externas
W696,Causas externas
W697,Causas externas
W698,Causas externas
W699,Causas externas
W70,Causas externas
W700,Causas externas
W701,Causas externas
W702,Causas externas
W703,Causas externas
W704,Causas externas
W705,Causas externas
W706,Causas externas
W707,Causas externas
W708,Causas externas
W709,Causas externas
W73,Causas externas
W730,Causas externas
W731,Causas externas
W732,Causas externas
W733,Causas externas
W734,Causas externas
W735,Causas externas
W736,Causas externas
W737,Causas externas
W738,Causas externas
W739,Causas externas
W74,Causas externas
W740,Causas externas
W741,Causas externas
W742,Causas externas
W743,Causas externas
W744,Causas externas
W745,Causas externas
W746,Causas externas
W747,Causas externas
W748,Causas externas
W749,Causas externas
W75,Causas externas
W750,Causas externas
W751,Causas externas
W752,Causas externas
W753,Causas externas
W754,Causas externas
W755,Causas externas
W756,Causas externas
W757,Causas externas
W758,Causas externas
W759,Causas externas
W76,Causas externas
W760,Causas externas
W761,Causas externas
W762,Causas externas
W763,Causas externas
W764,Causas externas
W765,Causas externas
W766,Causas externas
W767,Causas externas
W768,Causas externas
W769,Causas externas
W77,Causas externas
W770,Causas externas
W771,Causas externas
W772,Causas externas
W773,Causas externas
W774,Causas externas
W775,Causas externas
W776,Causas externas
W777,Causas externas
W778,Causas externas
W779,Causas externas
W78,Causas externas
W780,Causas externas
W781,Causas externas
W782,Causas externas
W783,Causas externas
W784,Causas externas
W785,Causas externas
W786,Causas externas
W787,Causas externas
W788,Causas externas
W789,Causas externas
W79,Causas externas
W790,Causas externas
W791,Causas externas
W792,Causas externas
W793,Causas externas
W794,Causas externas
W795,Causas externas
W796,Causas externas
W797,Causas externas
W798,Causas externas
W799,Causas externas
W80,Causas externas
W800,Causas externas
W801,Causas externas
W802,Causas externas
W803,Causas externas
W804,Causas externas
W805,Causas externas
W806,Causas externas
W807,Causas externas
W808,Causas externas
W809,Causas externas
W81,Causas externas
W810,Causas externas
W811,Causas externas
W812,Causas externas
W813,Causas externas
W814,Causas externas
W815,Causas externas
W816,Causas externas
W817,Causas externas
W818,Causas externas
W819,Causas externas
W83,Causas externas
W830,Causas externas
W831,Causas externas
W832,Causas externas
W833,Causas externas
W834,Causas externas
W835,Causas externas
W836,Causas externas
W837,Causas externas
W838,Causas externas
W839,Causas externas
W84,Causas externas
W840,Causas externas
W841,Causas externas
W842,Causas externas
W843,Causas externas
W844,Causas externas
W845,Causas externas
W846,Causas externas
W847,Causas externas
W848,Causas externas
W849,Causas externas
W85,Causas externas
W850,Causas externas
W851,Causas externas
W852,Causas externas
W853,Causas externas
W854,Causas externas
W855,Causas externas
W856,Causas externas
W857,Causas externas
W858,Causas externas
W859,Causas externas
W86,Causas externas
W860,Causas externas
W861,Causas externas
W862,Causas externas
W863,Causas externas
W864,Causas externas
W865,Causas externas
W866,Causas externas
W867,Causas externas
W868,Causas externas
W869,Causas externas
W87,Causas externas
W870,Causas externas
W871,Causas externas
W872,Causas externas
W873,Causas externas
W874,Causas externas
W875,Causas externas
W876,Causas externas
W877,Causas externas
W878,Causas externas
W879,Causas externas
W88,Causas externas
W880,Causas externas
W881,Causas externas
W882,Causas externas
W883,Causas externas
W884,Causas externas
W885,Causas externas
W886,Causas externas
W887,Causas externas
W888,Causas externas
W889,Causas externas
W89,Causas externas
W890,Causas externas
W891,Causas externas
W892,Causas externas
W893,Causas externas
W894,Causas externas
W895,Causas externas
W896,Causas externas
W897,Causas externas
W898,Causas externas
W899,Causas externas
W90,Causas externas
W900,Causas externas
W901,Causas externas
W902,Causas externas
W903,Causas externas
W904,Causas externas
W905,Causas externas
W906,Causas externas
W907,Causas externas
W908,Causas externas
W909,Causas externas
W91,Causas externas
W910,Causas externas
W911,Causas externas
W912,Causas externas
W913,Causas externas
W914,Causas externas
W915,Causas externas
W916,Causas externas
W917,Causas externas
W918,Causas externas
W919,Causas externas
W92,Causas externas
W920,Causas externas
W921,Causas externas
W922,Causas externas
W923,Causas externas
W924,Causas externas
W925,Causas externas
W926,Causas externas
W927,Causas externas
W928,Causas externas
W929,Causas externas
W93,Causas externas
W930,Causas externas
W931,Causas externas
W932,Causas externas
W933,Causas externas
W934,Causas externas
W935,Causas externas
W936,Causas externas
W937,Causas externas
W938,Causas externas
W939,Causas externas
W94,Causas externas
W940,Causas externas
W941,Causas externas
W942,Causas externas
W943,Causas externas
W944,Causas externas
W945,Causas externas
W946,Causas externas
W947,Causas externas
W948,Causas externas
W949,Causas externas
W99,Causas externas
W990,Causas externas
W991,Causas externas
W992,Causas externas
W993,Causas externas
W994,Causas externas
W995,Causas externas
W996,Causas externas
W997,Causas externas
W998,Causas externas
W999,Causas externas
X00,Causas externas
X000,Causas externas
X001,Causas externas
X002,Causas externas
X003,Causas externas
X004,Causas externas
X005,Causas externas
X006,Causas externas
X007,Causas externas
X008,Causas externas
X009,Causas externas
X01,Causas externas
X010,Causas externas
X011,Causas externas
X012,Causas externas
X013,Causas externas
X014,Causas externas
X015,Causas externas
X016,Causas externas
X017,Causas externas
X018,Causas externas
X019,Causas externas
X02,Causas externas
X020,Causas externas
X021,Causas externas
X022,Causas externas
X023,Causas externas
X024,Causas externas
X025,Causas externas
X026,Causas externas
X027,Causas externas
X028,Causas externas
X029,Causas externas
X03,Causas externas
X030,Causas externas
X031,Causas externas
X032,Causas externas
X033,Causas externas
X034,Causas externas
X035,Causas externas
X036,Causas externas
X037,Causas externas
X038,Causas externas
X039,Causas externas
X04,Causas externas
X040,Causas externas
X041,Causas externas
X042,Causas externas
X043,Causas externas
X044,Causas externas
X045,Causas externas
X046,Causas externas
X047,Causas externas
X048,Causas externas
X049,Causas externas
X05,Causas externas
X050,Causas externas
X051,Causas externas
X052,Causas externas
X053,Causas externas
X054,Causas externas
X055,Causas externas
X056,Causas externas
X057,Causas externas
X058,Causas externas
X059,Causas externas
X06,Causas externas
X060,Causas externas
X061,Causas externas
X062,Causas externas
X063,Causas externas
X064,Causas externas
X065,Causas externas
X066,Causas externas
X067,Causas externas
X068,Causas externas
X069,Causas externas
X08,Causas externas
X080,Causas externas
X081,Causas externas
X082,Causas externas
X083,Causas externas
X084,Causas externas
X085,Causas externas
X086,Causas externas
X087,Causas externas
X088,Causas externas
X089,Causas externas
X09,Causas externas
X090,Causas externas
X091,Causas externas
X092,Causas externas
X093,Causas externas
X094,Causas externas
X095,Causas externas
X096,Causas externas
X097,Causas externas
X098,Causas externas
X099,Causas externas
X10,Causas externas
X100,Causas externas
X101,Causas externas
X102,Causas externas
X103,Causas externas
X104,Causas externas
X105,Causas externas
X106,Causas externas
X107,Causas externas
X108,Causas externas
X109,Causas externas
X11,Causas externas
X110,Causas externas
X111,Causas externas
X112,Causas externas
X113,Causas externas
X114,Causas externas
X115,Causas externas
X116,Causas externas
X117,Causas externas
X118,Causas externas
X119,Causas externas
X12,Causas externas
X120,Causas externas
X121,Causas externas
X122,Causas externas
X123,Causas externas
X124,Causas externas
X125,Causas externas
X126,Causas externas
X127,Causas externas
X128,Causas externas
X129,Causas externas
X13,Causas externas
X130,Causas externas
X131,Causas externas
X132,Causas externas
X133,Causas externas
X134,Causas externas
X135,Causas externas
X136,Causas externas
X137,Causas externas
X138,Causas externas
X139,Causas externas
X14,Causas externas
X140,Causas externas
X141,Causas externas
X142,Causas externas
X143,Causas externas
X144,Causas externas
X145,Causas externas
X146,Causas externas
X147,Causas externas
X148,Causas externas
X149,Causas externas
X15,Causas externas
X150,Causas externas
X151,Causas externas
X152,Causas externas
X153,Causas externas
X154,Causas externas
X155,Causas externas
X156,Causas externas
X157,Causas externas
X158,Causas externas
X159,Causas externas
X16,Causas externas
X160,Causas externas
X161,Causas externas
X162,Causas externas
X163,Causas externas
X164,Causas externas
X165,Causas externas
X166,Causas externas
X167,Causas externas
X168,Causas externas
X169,Causas externas
X17,Causas externas
X170,Causas externas
X171,Causas externas
X172,Causas externas
X173,Causas externas
X174,Causas externas
X175,Causas externas
X176,Causas externas
X177,Causas externas
X178,Causas externas
X179,Causas externas
X18,Causas externas
X180,Causas externas
X181,Causas externas
X182,Causas externas
X183,Causas externas
X184,Causas externas
X185,Causas externas
X186,Causas externas
X187,Causas externas
X188,Causas externas
X189,Causas externas
X19,Causas externas
X190,Causas externas
X191,Causas externas
X192,Causas externas
X193,Causas externas
X194,Causas externas
X195,Causas externas
X196,Causas externas
X197,Causas externas
X198,Causas externas
X199,Causas externas
X20,Causas externas
X200,Causas externas
X201,Causas externas
X202,Causas externas
X203,Causas externas
X204,Causas externas
X205,Causas externas
X206,Causas externas
X207,Causas externas
X208,Causas externas
X209,Causas externas
X21,Causas externas
X210,Causas externas
X211,Causas externas
X212,Causas externas
X213,Causas externas
X214,Causas externas
X215,Causas externas
X216,Causas externas
X217,Causas externas
X218,Causas externas
X219,Causas externas
X22,Causas externas
X220,Causas externas
X221,Causas externas
X222,Causas externas
X223,Causas externas
X224,Causas externas
X225,Causas externas
X226,Causas externas
X227,Causas externas
X228,Causas externas
X229,Causas externas
X23,Causas externas
X230,Causas externas
X231,Causas externas
X232,Causas externas
X233,Causas externas
X234,Causas externas
X235,Causas externas
X236,Causas externas
X237,Causas externas
X238,Causas externas
X239,Causas externas
X24,Causas externas
X240,Causas externas
X241,Causas externas
X242,Causas externas
X243,Causas externas
X244,Causas externas
X245,Causas externas
X246,Causas externas
X247,Causas externas
X248,Causas externas
X249,Causas externas
X25,Causas externas
X250,Causas externas
X251,Causas externas
X252,Causas externas
X253,Causas externas
X254,Causas externas
X255,Causas externas
X256,Causas externas
X257,Causas externas
X258,Causas externas
X259,Causas externas
X26,Causas externas
X260,Causas externas
X261,Causas externas
X262,Causas externas
X263,Causas externas
X264,Causas externas
X265,Causas externas
X266,Causas externas
X267,Causas externas
X268,Causas externas
X269,Causas externas
X27,Causas externas
X270,Causas externas
X271,Causas externas
X272,Causas externas
X273,Causas externas
X274,Causas externas
X275,Causas externas
X276,Causas externas
X277,Causas externas
X278,Causas externas
X279,Causas externas
X28,Causas externas
X280,Causas externas
X281,Causas externas
X282,Causas externas
X283,Causas externas
X284,Causas externas
X285,Causas externas
X286,Causas externas
X287,Causas externas
X288,Causas externas
X289,Causas externas
X29,Causas externas
X290,Causas externas
X291,Causas externas
X292,Causas externas
X293,Causas externas
X294,Causas externas
X295,Causas externas
X296,Causas externas
X297,Causas externas
X298,Causas externas
X299,Causas externas
X30,Causas externas
X300,Causas externas
X301,Causas externas
X302,Causas externas
X303,Causas externas
X304,Causas externas
X305,Causas externas
X306,Causas externas
X307,Causas externas
X308,Causas externas
X309,Causas externas
X31,Causas externas
X310,Causas externas
X311,Causas externas
X312,Causas externas
X313,Causas externas
X314,Causas externas
X315,Causas externas
X316,Causas externas
X317,Causas externas
X318,Causas externas
X319,Causas externas
X32,Causas externas
X320,Causas externas
X321,Causas externas
X322,Causas externas
X323,Causas externas
X324,Causas externas
X325,Causas externas
X326,Causas externas
X327,Causas externas
X328,Causas externas
X329,Causas externas
X33,Causas externas
X330,Causas externas
X331,Causas externas
X332,Causas externas
X333,Causas externas
X334,Causas externas
X335,Causas externas
X336,Causas externas
X337,Causas externas
X338,Causas externas
X339,Causas externas
X34,Causas externas
X340,Causas externas
X341,Causas externas
X342,Causas externas
X343,Causas externas
X344,Causas externas
X345,Causas externas
X346,Causas externas
X347,Causas externas
X348,Causas externas
X349,Causas externas
X35,Causas externas
X350,Causas externas
X351,Causas externas
X352,Causas externas
X353,Causas externas
X354,Causas externas
X355,Causas externas
X356,Causas externas
X357,Causas externas
X358,Causas externas
X359,Causas externas
X36,Causas externas
X360,Causas externas
X361,Causas externas
X362,Causas externas
X363,Causas externas
X364,Causas externas
X365,Causas externas
X366,Causas externas
X367,Causas externas
X368,Causas externas
X369,Causas externas
X37,Causas externas
X370,Causas externas
X371,Causas externas
X372,Causas externas
X373,Causas externas
X374,Causas externas
X375,Causas externas
X376,Causas externas
X377,Causas externas
X378,Causas externas
X379,Causas externas
X38,Causas externas
X380,Causas externas
X381,Causas externas
X382,Causas externas
X383,Causas externas
X384,Causas externas
X385,Causas externas
X386,Causas externas
X387,Causas externas
X388,Causas externas
X389,Causas externas
X39,Causas externas
X390,Causas externas
X391,Causas externas
X392,Causas externas
X393,Causas externas
X394,Causas externas
X395,Causas externas
X396,Causas externas
X397,Causas externas
X398,Causas externas
X399,Causas externas
X40,Causas externas
X400,Causas externas
X401,Causas externas
X402,Causas externas
X403,Causas externas
X404,Causas externas
X405,Causas externas
X406,Causas externas
X407,Causas externas
X408,Causas externas
X409,Causas externas
X41,Causas externas
X410,Causas externas
X411,Causas externas
X412,Causas externas
X413,Causas externas
X414,Causas externas
X415,Causas externas
X416,Causas externas
X417,Causas externas
X418,Causas externas
X419,Causas externas
X42,Causas externas
X420,Causas externas
X421,Causas externas
X422,Causas externas
X423,Causas externas
X424,Causas externas
X425,Causas externas
X426,Causas externas
X427,Causas externas
X428,Causas externas
X429,Causas externas
X43,Causas externas
X430,Causas externas
X431,Causas externas
X432,Causas externas
X433,Causas externas
X434,Causas externas
X435,Causas externas
X436,Causas externas
X437,Causas externas
X438,Causas externas
X439,Causas externas
X44,Causas externas
X440,Causas externas
X441,Causas externas
X442,Causas externas
X443,Causas externas
X444,Causas externas
X445,Causas externas
X446,Causas externas
X447,Causas externas
X448,Causas externas
X449,Causas externas
X45,Causas externas
X450,Causas externas
X451,Causas externas
X452,Causas externas
X453,Causas externas
X454,Causas externas
X455,Causas externas
X456,Causas externas
X457,Causas externas
X458,Causas externas
X459,Causas externas
X46,Causas externas
X460,Causas externas
X461,Causas externas
X462,Causas externas
X463,Causas externas
X464,Causas externas
X465,Causas externas
X466,Causas externas
X467,Causas externas
X468,Causas externas
X469,Causas externas
X47,Causas externas
X470,Causas externas
X471,Causas externas
X472,Causas externas
X473,Causas externas
X474,Causas externas
X475,Causas externas
X476,Causas externas
X477,Causas externas
X478,Causas externas
X479,Causas externas
X48,Causas externas
X480,Causas externas
X481,Causas externas
X482,Causas externas
X483,Causas externas
X484,Causas externas
X485,Causas externas
X486,Causas externas
X487,Causas externas
X488,Causas externas
X489,Causas externas
X49,Causas externas
X490,Causas externas
X491,Causas externas
X492,Causas externas
X493,Causas externas
X494,Causas externas
X495,Causas externas
X496,Causas externas
X497,Causas externas
X498,Causas externas
X499,Causas externas
X50,Causas externas
X500,Causas externas
X501,Causas externas
X502,Causas externas
X503,Causas externas
X504,Causas externas
X505,Causas externas
X506,Causas externas
X507,Causas externas
X508,Causas externas
X509,Causas externas
X51,Causas externas
X510,Causas externas
X511,Causas externas
X512,Causas externas
X513,Causas externas
X514,Causas externas
X515,Causas externas
X516,Causas externas
X517,Causas externas
X518,Causas externas
X519,Causas externas
X52,Causas externas
X520,Causas externas
X521,Causas externas
X522,Causas externas
X523,Causas externas
X524,Causas externas
X525,Causas externas
X526,Causas externas
X527,Causas externas
X528,Causas externas
X529,Causas externas
X53,Causas externas
X530,Causas externas
X531,Causas externas
X532,Causas externas
X533,Causas externas
X534,Causas externas
X535,Causas externas
X536,Causas externas
X537,Causas externas
X538,Causas externas
X539,Causas externas
X54,Causas externas
X540,Causas externas
X541,Causas externas
X542,Causas externas
X543,Causas externas
X544,Causas externas
X545,Causas externas
X546,Causas externas
X547,Causas externas
X548,Causas externas
X549,Causas externas
X57,Causas externas
X570,Causas externas
X571,Causas externas
X572,Causas externas
X573,Causas externas
X574,Causas externas
X575,Causas externas
X576,Causas externas
X577,Causas externas
X578,Causas externas
X579,Causas externas
X58,Causas externas
X580,Causas externas
X581,Causas externas
X582,Causas externas
X583,Causas externas
X584,Causas externas
X585,Causas externas
X586,Causas externas
X587,Causas externas
X588,Causas externas
X589,Causas externas
X59,Causas externas
X590,Causas externas
X599,Causas externas
X60,Causas externas
X600,Causas externas
X601,Causas externas
X602,Causas externas
X603,Causas externas
X604,Causas externas
X605,Causas externas
X606,Causas externas
X607,Causas externas
X608,Causas externas
X609,Causas externas
X61,Causas externas
X610,Causas externas
X611,Causas externas
X612,Causas externas
X613,Causas externas
X614,Causas externas
X615,Causas externas
X616,Causas externas
X617,Causas externas
X618,Causas externas
X619,Causas externas
X62,Causas externas
X620,Causas externas
X621,Causas externas
X622,Causas externas
X623,Causas externas
X624,Causas externas
X625,Causas externas
X626,Causas externas
X627,Causas externas
X628,Causas externas
X629,Causas externas
X63,Causas externas
X630,Causas externas
X631,Causas externas
X632,Causas externas
X633,Causas externas
X634,Causas externas
X635,Causas externas
X636,Causas externas
X637,Causas externas
X638,Causas externas
X639,Causas externas
X64,Causas externas
X640,Causas externas
X641,Causas externas
X642,Causas externas
X643,Causas externas
X644,Causas externas
X645,Causas externas
X646,Causas externas
X647,Causas externas
X648,Causas externas
X649,Causas externas
X65,Causas externas
X650,Causas externas
X651,Causas externas
X652,Causas externas
X653,Causas externas
X654,Causas externas
X655,Causas externas
X656,Causas externas
X657,Causas externas
X658,Causas externas
X659,Causas externas
X66,Causas externas
X660,Causas externas
X661,Causas externas
X662,Causas externas
X663,Causas externas
X664,Causas externas
X665,Causas externas
X666,Causas externas
X667,Causas externas
X668,Causas externas
X669,Causas externas
X67,Causas externas
X670,Causas externas
X671,Causas externas
X672,Causas externas
X673,Causas externas
X674,Causas externas
X675,Causas externas
X676,Causas externas
X677,Causas externas
X678,Causas externas
X679,Causas externas
X68,Causas externas
X680,Causas externas
X681,Causas externas
X682,Causas externas
X683,Causas externas
X684,Causas externas
X685,Causas externas
X686,Causas externas
X687,Causas externas
X688,Causas externas
X689,Causas externas
X69,Causas externas
X690,Causas externas
X691,Causas externas
X692,Causas externas
X693,Causas externas
X694,Causas externas
X695,Causas externas
X696,Causas externas
X697,Causas externas
X698,Causas externas
X699,Causas externas
X70,Causas externas
X700,Causas externas
X701,Causas externas
X702,Causas externas
X703,Causas externas
X704,Causas externas
X705,Causas externas
X706,Causas externas
X707,Causas externas
X708,Causas externas
X709,Causas externas
X71,Causas externas
X710,Causas externas
X711,Causas externas
X712,Causas externas
X713,Causas externas
X714,Causas externas
X715,Causas externas
X716,Causas externas
X717,Causas externas
X718,Causas externas
X719,Causas externas
X72,Causas externas
X720,Causas externas
X721,Causas externas
X722,Causas externas
X723,Causas externas
X724,Causas externas
X725,Causas externas
X726,Causas externas
X727,Causas externas
X728,Causas externas
X729,Causas externas
X73,Causas externas
X730,Causas externas
X731,Causas externas
X732,Causas externas
X733,Causas externas
X734,Causas externas
X735,Causas externas
X736,Causas externas
X737,Causas externas
X738,Causas externas
X739,Causas externas
X74,Causas externas
X740,Causas externas
X741,Causas externas
X742,Causas externas
X743,Causas externas
X744,Causas externas
X745,Causas externas
X746,Causas externas
X747,Causas externas
X748,Causas externas
X749,Causas externas
X75,Causas externas
X750,Causas externas
X751,Causas externas
X752,Causas externas
X753,Causas externas
X754,Causas externas
X755,Causas externas
X756,Causas externas
X757,Causas externas
X758,Causas externas
X759,Causas externas
X76,Causas externas
X760,Causas externas
X761,Causas externas
X762,Causas externas
X763,Causas externas
X764,Causas externas
X765,Causas externas
X766,Causas externas
X767,Causas externas
X768,Causas externas
X769,Causas externas
X77,Causas externas
X770,Causas externas
X771,Causas externas
X772,Causas externas
X773,Causas externas
X774,Causas externas
X775,Causas externas
X776,Causas externas
X777,Causas externas
X778,Causas externas
X779,Causas externas
X78,Causas externas
X780,Causas externas
X781,Causas externas
X782,Causas externas
X783,Causas externas
X784,Causas externas
X785,Causas externas
X786,Causas externas
X787,Causas externas
X788,Causas externas
X789,Causas externas
X79,Causas externas
X790,Causas externas
X791,Causas externas
X792,Causas externas
X793,Causas externas
X794,Causas externas
X795,Causas externas
X796,Causas externas
X797,Causas externas
X798,Causas externas
X799,Causas externas
X80,Causas externas
X800,Causas externas
X801,Causas externas
X802,Causas externas
X803,Causas externas
X804,Causas externas
X805,Causas externas
X806,Causas externas
X807,Causas externas
X808,Causas externas
X809,Causas externas
X81,Causas externas
X810,Causas externas
X811,Causas externas
X812,Causas externas
X813,Causas externas
X814,Causas externas
X815,Causas externas
X816,Causas externas
X817,Causas externas
X818,Causas externas
X819,Causas externas
X82,Causas externas
X820,Causas externas
X821,Causas externas
X822,Causas externas
X823,Causas externas
X824,Causas externas
X825,Causas externas
X826,Causas externas
X827,Causas externas
X828,Causas externas
X829,Causas externas
X83,Causas externas
X830,Causas externas
X831,Causas externas
X832,Causas externas
X833,Causas externas
X834,Causas externas
X835,Causas externas
X836,Causas externas
X837,Causas externas
X838,Causas externas
X839,Causas externas
X84,Causas externas
X840,Causas externas
X841,Causas externas
X842,Causas externas
X843,Causas externas
X844,Causas externas
X845,Causas externas
X846,Causas externas
X847,Causas externas
X848,Causas externas
X849,Causas externas
X85,Causas externas
X850,Causas externas
X851,Causas externas
X852,Causas externas
X853,Causas externas
X854,Causas externas
X855,Causas externas
X856,Causas externas
X857,Causas externas
X858,Causas externas
X859,Causas externas
X86,Causas externas
X860,Causas externas
X861,Causas externas
X862,Causas externas
X863,Causas externas
X864,Causas externas
X865,Causas externas
X866,Causas externas
X867,Causas externas
X868,Causas externas
X869,Causas externas
X87,Causas externas
X870,Causas externas
X871,Causas externas
X872,Causas externas
X873,Causas externas
X874,Causas externas
X875,Causas externas
X876,Causas externas
X877,Causas externas
X878,Causas externas
X879,Causas externas
X88,Causas externas
X880,Causas externas
X881,Causas externas
X882,Causas externas
X883,Causas externas
X884,Causas externas
X885,Causas externas
X886,Causas externas
X887,Causas externas
X888,Causas externas
X889,Causas externas
X89,Causas externas
X890,Causas externas
X891,Causas externas
X892,Causas externas
X893,Causas externas
X894,Causas externas
X895,Causas externas
X896,Causas externas
X897,Causas externas
X898,Causas externas
X899,Causas externas
X90,Causas externas
X900,Causas externas
X901,Causas externas
X902,Causas externas
X903,Causas externas
X904,Causas externas
X905,Causas externas
X906,Causas externas
X907,Causas externas
X908,Causas externas
X909,Causas externas
X91,Causas externas
X910,Causas externas
X911,Causas externas
X912,Causas externas
X913,Causas externas
X914,Causas externas
X915,Causas externas
X916,Causas externas
X917,Causas externas
X918,Causas externas
X919,Causas externas
X92,Causas externas
X920,Causas externas
X921,Causas externas
X922,Causas externas
X923,Causas externas
X924,Causas externas
X925,Causas externas
X926,Causas externas
X927,Causas externas
X928,Causas externas
X929,Causas externas
X93,Causas externas
X930,Causas externas
X931,Causas externas
X932,Causas externas
X933,Causas externas
X934,Causas externas
X935,Causas externas
X936,Causas externas
X937,Causas externas
X938,Causas externas
X939,Causas externas
X94,Causas externas
X940,Causas externas
X941,Causas externas
X942,Causas externas
X943,Causas externas
X944,Causas externas
X945,Causas externas
X946,Causas externas
X947,Causas externas
X948,Causas externas
