codigo_cid,capitulo_cid
G211,Sistema Nervoso
G212,Sistema Nervoso
G213,Sistema Nervoso
G218,Sistema Nervoso
G219,Sistema Nervoso
G22,Sistema Nervoso
G23,Sistema Nervoso
G230,Sistema Nervoso
G231,Sistema Nervoso
G232,Sistema Nervoso
G238,Sistema Nervoso
G239,Sistema Nervoso
G24,Sistema Nervoso
G240,Sistema Nervoso
G241,Sistema Nervoso
G242,Sistema Nervoso
G243,Sistema Nervoso
G244,Sistema Nervoso
G245,Sistema Nervoso
G248,Sistema Nervoso
G249,Sistema Nervoso
G25,Sistema Nervoso
G250,Sistema Nervoso
G251,Sistema Nervoso
G252,Sistema Nervoso
G253,Sistema Nervoso
G254,Sistema Nervoso
G255,Sistema Nervoso
G256,Sistema Nervoso
G258,Sistema Nervoso
G259,Sistema Nervoso
G26,Sistema Nervoso
G30,Sistema Nervoso
G300,Sistema Nervoso
G301,Sistema Nervoso
G308,Sistema Nervoso
G309,Sistema Nervoso
G31,Sistema Nervoso
G310,Sistema Nervoso
G311,Sistema Nervoso
G312,Sistema Nervoso
G318,Sistema Nervoso
G319,Sistema Nervoso
G32,Sistema Nervoso
G320,Sistema Nervoso
G328,Sistema Nervoso
G35,Sistema Nervoso
G36,Sistema Nervoso
G360,Sistema Nervoso
G361,Sistema Nervoso
G368,Sistema Nervoso
G369,Sistema Nervoso
G37,Sistema Nervoso
G370,Sistema Nervoso
G371,Sistema Nervoso
G372,Sistema Nervoso
G373,Sistema Nervoso
G374,Sistema Nervoso
G375,Sistema Nervoso
G378,Sistema Nervoso
G379,Sistema Nervoso
G40,Sistema Nervoso
G400,Sistema Nervoso
G401,Sistema Nervoso
G402,Sistema Nervoso
G403,Sistema Nervoso
G404,Sistema Nervoso
G405,Sistema Nervoso
G406,Sistema Nervoso
G407,Sistema Nervoso
G408,Sistema Nervoso
G409,Sistema Nervoso
G41,Sistema Nervoso
G410,Sistema Nervoso
G411,Sistema Nervoso
G412,Sistema Nervoso
G418,Sistema Nervoso
G419,Sistema Nervoso
G43,Sistema Nervoso
G430,Sistema Nervoso
G431,Sistema Nervoso
G432,Sistema Nervoso
G433,Sistema Nervoso
G438,Sistema Nervoso
G439,Sistema Nervoso
G44,Sistema Nervoso
G440,Sistema Nervoso
G441,Sistema Nervoso
G442,Sistema Nervoso
G443,Sistema Nervoso
G444,Sistema Nervoso
G448,Sistema Nervoso
G45,Sistema Nervoso
G450,Sistema Nervoso
G451,Sistema Nervoso
G452,Sistema Nervoso
G453,Sistema Nervoso
G454,Sistema Nervoso
G458,Sistema Nervoso
G459,Sistema Nervoso
G46,Sistema Nervoso
G460,Sistema Nervoso
G461,Sistema Nervoso
G462,Sistema Nervoso
G463,Sistema Nervoso
G464,Sistema Nervoso
G465,Sistema Nervoso
G466,Sistema Nervoso
G467,Sistema Nervoso
G468,Sistema Nervoso
G47,Sistema Nervoso
G470,Sistema Nervoso
G471,Sistema Nervoso
G472,Sistema Nervoso
G473,Sistema Nervoso
G474,Sistema Nervoso
G478,Sistema Nervoso
G479,Sistema Nervoso
G50,Sistema Nervoso
G500,Sistema Nervoso
G501,Sistema Nervoso
G508,Sistema Nervoso
G509,Sistema Nervoso
G51,Sistema Nervoso
G510,Sistema Nervoso
G511,Sistema Nervoso
G512,Sistema Nervoso
G513,Sistema Nervoso
G514,Sistema Nervoso
G518,Sistema Nervoso
G519,Sistema Nervoso
G52,Sistema Nervoso
G520,Sistema Nervoso
G521,Sistema Nervoso
G522,Sistema Nervoso
G523,Sistema Nervoso
G527,Sistema Nervoso
G528,Sistema Nervoso
G529,Sistema Nervoso
G53,Sistema Nervoso
G530,Sistema Nervoso
G531,Sistema Nervoso
G532,Sistema Nervoso
G533,Sistema Nervoso
G538,Sistema Nervoso
G54,Sistema Nervoso
G540,Sistema Nervoso
G541,Sistema Nervoso
G542,Sistema Nervoso
G543,Sistema Nervoso
G544,Sistema Nervoso
G545,Sistema Nervoso
G546,Sistema Nervoso
G547,Sistema Nervoso
G548,Sistema Nervoso
G549,Sistema Nervoso
G55,Sistema Nervoso
G550,Sistema Nervoso
G551,Sistema Nervoso
G552,Sistema Nervoso
G553,Sistema Nervoso
G558,Sistema Nervoso
G56,Sistema Nervoso
G560,Sistema Nervoso
G561,Sistema Nervoso
G562,Sistema Nervoso
G563,Sistema Nervoso
G564,Sistema Nervoso
G568,Sistema Nervoso
G569,Sistema Nervoso
G57,Sistema Nervoso
G570,Sistema Nervoso
G571,Sistema Nervoso
G572,Sistema Nervoso
G573,Sistema Nervoso
G574,Sistema Nervoso
G575,Sistema Nervoso
G576,Sistema Nervoso
G578,Sistema Nervoso
G579,Sistema Nervoso
G58,Sistema Nervoso
G580,Sistema Nervoso
G587,Sistema Nervoso
G588,Sistema Nervoso
G589,Sistema Nervoso
G59,Sistema Nervoso
G590,Sistema Nervoso
G598,Sistema Nervoso
G60,Sistema Nervoso
G600,Sistema Nervoso
G601,Sistema Nervoso
G602,Sistema Nervoso
G603,Sistema Nervoso
G608,Sistema Nervoso
G609,Sistema Nervoso
G61,Sistema Nervoso
G610,Sistema Nervoso
G611,Sistema Nervoso
G618,Sistema Nervoso
G619,Sistema Nervoso
G62,Sistema Nervoso
G620,Sistema Nervoso
G621,Sistema Nervoso
G622,Sistema Nervoso
G628,Sistema Nervoso
G629,Sistema Nervoso
G63,Sistema Nervoso
G630,Sistema Nervoso
G631,Sistema Nervoso
G632,Sistema Nervoso
G633,Sistema Nervoso
G634,Sistema Nervoso
G635,Sistema Nervoso
G636,Sistema Nervoso
G638,Sistema Nervoso
G64,Sistema Nervoso
G70,Sistema Nervoso
G700,Sistema Nervoso
G701,Sistema Nervoso
G702,Sistema Nervoso
G708,Sistema Nervoso
G709,Sistema Nervoso
G71,Sistema Nervoso
G710,Sistema Nervoso
G711,Sistema Nervoso
G712,Sistema Nervoso
G713,Sistema Nervoso
G718,Sistema Nervoso
G719,Sistema Nervoso
G72,Sistema Nervoso
G720,Sistema Nervoso
G721,Sistema Nervoso
G722,Sistema Nervoso
G723,Sistema Nervoso
G724,Sistema Nervoso
G728,Sistema Nervoso
G729,Sistema Nervoso
G73,Sistema Nervoso
G730,Sistema Nervoso
G731,Sistema Nervoso
G732,Sistema Nervoso
G733,Sistema Nervoso
G734,Sistema Nervoso
G735,Sistema Nervoso
G736,Sistema Nervoso
G737,Sistema Nervoso
G80,Sistema Nervoso
G800,Sistema Nervoso
G801,Sistema Nervoso
G802,Sistema Nervoso
G803,Sistema Nervoso
G804,Sistema Nervoso
G808,Sistema Nervoso
G809,Sistema Nervoso
G81,Sistema Nervoso
G810,Sistema Nervoso
G811,Sistema Nervoso
G819,Sistema Nervoso
G82,Sistema Nervoso
G820,Sistema Nervoso
G821,Sistema Nervoso
G822,Sistema Nervoso
G823,Sistema Nervoso
G824,Sistema Nervoso
G825,Sistema Nervoso
G83,Sistema Nervoso
G830,Sistema Nervoso
G831,Sistema Nervoso
G832,Sistema Nervoso
G833,Sistema Nervoso
G834,Sistema Nervoso
G838,Sistema Nervoso
G839,Sistema Nervoso
G90,Sistema Nervoso
G900,Sistema Nervoso
G901,Sistema Nervoso
G902,Sistema Nervoso
G903,Sistema Nervoso
G904,Sistema Nervoso
G908,Sistema Nervoso
G909,Sistema Nervoso
G91,Sistema Nervoso
G910,Sistema Nervoso
G911,Sistema Nervoso
G912,Sistema Nervoso
G913,Sistema Nervoso
G918,Sistema Nervoso
G919,Sistema Nervoso
G92,Sistema Nervoso
G93,Sistema Nervoso
G930,Sistema Nervoso
G931,Sistema Nervoso
G932,Sistema Nervoso
G933,Sistema Nervoso
G934,Sistema Nervoso
G935,Sistema Nervoso
G936,Sistema Nervoso
G937,Sistema Nervoso
G938,Sistema Nervoso
G939,Sistema Nervoso
G94,Sistema Nervoso
G940,Sistema Nervoso
G941,Sistema Nervoso
G942,Sistema Nervoso
G948,Sistema Nervoso
G95,Sistema Nervoso
G950,Sistema Nervoso
G951,Sistema Nervoso
G952,Sistema Nervoso
G958,Sistema Nervoso
G959,Sistema Nervoso
G96,Sistema Nervoso
G960,Sistema Nervoso
G961,Sistema Nervoso
G968,Sistema Nervoso
G969,Sistema Nervoso
G97,Sistema Nervoso
G970,Sistema Nervoso
G971,Sistema Nervoso
G972,Sistema Nervoso
G978,Sistema Nervoso
G979,Sistema Nervoso
G98,Sistema Nervoso
G99,Sistema Nervoso
G990,Sistema Nervoso
G991,Sistema Nervoso
G992,Sistema Nervoso
G998,Sistema Nervoso
H00,Olhos e anexos
H000,Olhos e anexos
H001,Olhos e anexos
H01,Olhos e anexos
H010,Olhos e anexos
H011,Olhos e anexos
H018,Olhos e anexos
H019,Olhos e anexos
H02,Olhos e anexos
H020,Olhos e anexos
H021,Olhos e anexos
H022,Olhos e anexos
H023,Olhos e anexos
H024,Olhos e anexos
H025,Olhos e anexos
H026,Olhos e anexos
H027,Olhos e anexos
H028,Olhos e anexos
H029,Olhos e anexos
H03,Olhos e anexos
H030,Olhos e anexos
H031,Olhos e anexos
H038,Olhos e anexos
H04,Olhos e anexos
H040,Olhos e anexos
H041,Olhos e anexos
H042,Olhos e anexos
H043,Olhos e anexos
H044,Olhos e anexos
H045,Olhos e anexos
H046,Olhos e anexos
H048,Olhos e anexos
H049,Olhos e anexos
H05,Olhos e anexos
H050,Olhos e anexos
H051,Olhos e anexos
H052,Olhos e anexos
H053,Olhos e anexos
H054,Olhos e anexos
H055,Olhos e anexos
H058,Olhos e anexos
H059,Olhos e anexos
H06,Olhos e anexos
H060,Olhos e anexos
H061,Olhos e anexos
H062,Olhos e anexos
H063,Olhos e anexos
H10,Olhos e anexos
H100,Olhos e anexos
H101,Olhos e anexos
H102,Olhos e anexos
H103,Olhos e anexos
H104,Olhos e anexos
H105,Olhos e anexos
H108,Olhos e anexos
H109,Olhos e anexos
H11,Olhos e anexos
H110,Olhos e anexos
H111,Olhos e anexos
H112,Olhos e anexos
H113,Olhos e anexos
H114,Olhos e anexos
H118,Olhos e anexos
H119,Olhos e anexos
H13,Olhos e anexos
H130,Olhos e anexos
H131,Olhos e anexos
H132,Olhos e anexos
H133,Olhos e anexos
H138,Olhos e anexos
H15,Olhos e anexos
H150,Olhos e anexos
H151,Olhos e anexos
H158,Olhos e anexos
H159,Olhos e anexos
H16,Olhos e anexos
H160,Olhos e anexos
H161,Olhos e anexos
H162,Olhos e anexos
H163,Olhos e anexos
H164,Olhos e anexos
H168,Olhos e anexos
H169,Olhos e anexos
H17,Olhos e anexos
H170,Olhos e anexos
H171,Olhos e anexos
H178,Olhos e anexos
H179,Olhos e anexos
H18,Olhos e anexos
H180,Olhos e anexos
H181,Olhos e anexos
H182,Olhos e anexos
H183,Olhos e anexos
H184,Olhos e anexos
H185,Olhos e anexos
H186,Olhos e anexos
H187,Olhos e anexos
H188,Olhos e anexos
H189,Olhos e anexos
H19,Olhos e anexos
H190,Olhos e anexos
H191,Olhos e anexos
H192,Olhos e anexos
H193,Olhos e anexos
H198,Olhos e anexos
H20,Olhos e anexos
H200,Olhos e anexos
H201,Olhos e anexos
H202,Olhos e anexos
H208,Olhos e anexos
H209,Olhos e anexos
H21,Olhos e anexos
H210,Olhos e anexos
H211,Olhos e anexos
H212,Olhos e anexos
H213,Olhos e anexos
H214,Olhos e anexos
H215,Olhos e anexos
H218,Olhos e anexos
H219,Olhos e anexos
H22,Olhos e anexos
H220,Olhos e anexos
H221,Olhos e anexos
H228,Olhos e anexos
H25,Olhos e anexos
H250,Olhos e anexos
H251,Olhos e anexos
H252,Olhos e anexos
H258,Olhos e anexos
H259,Olhos e anexos
H26,Olhos e anexos
H260,Olhos e anexos
H261,Olhos e anexos
H262,Olhos e anexos
H263,Olhos e anexos
H264,Olhos e anexos
H268,Olhos e anexos
H269,Olhos e anexos
H27,Olhos e anexos
H270,Olhos e anexos
H271,Olhos e anexos
H278,Olhos e anexos
H279,Olhos e anexos
H28,Olhos e anexos
H280,Olhos e anexos
H281,Olhos e anexos
H282,Olhos e anexos
H288,Olhos e anexos
H30,Olhos e anexos
H300,Olhos e anexos
H301,Olhos e anexos
H302,Olhos e anexos
H308,Olhos e anexos
H309,Olhos e anexos
H31,Olhos e anexos
H310,Olhos e anexos
H311,Olhos e anexos
H312,Olhos e anexos
H313,Olhos e anexos
H314,Olhos e anexos
H318,Olhos e anexos
H319,Olhos e anexos
H32,Olhos e anexos
H320,Olhos e anexos
H328,Olhos e anexos
H33,Olhos e anexos
H330,Olhos e anexos
H331,Olhos e anexos
H332,Olhos e anexos
H333,Olhos e anexos
H334,Olhos e anexos
H335,Olhos e anexos
H34,Olhos e anexos
H340,Olhos e anexos
H341,Olhos e anexos
H342,Olhos e anexos
H348,Olhos e anexos
H349,Olhos e anexos
H35,Olhos e anexos
H350,Olhos e anexos
H351,Olhos e anexos
H352,Olhos e anexos
H353,Olhos e anexos
H354,Olhos e anexos
H355,Olhos e anexos
H356,Olhos e anexos
H357,Olhos e anexos
H358,Olhos e anexos
H359,Olhos e anexos
H36,Olhos e anexos
H360,Olhos e anexos
H368,Olhos e anexos
H40,Olhos e anexos
H400,Olhos e anexos
H401,Olhos e anexos
H402,Olhos e anexos
H403,Olhos e anexos
H404,Olhos e anexos
H405,Olhos e anexos
H406,Olhos e anexos
H408,Olhos e anexos
H409,Olhos e anexos
H42,Olhos e anexos
H420,Olhos e anexos
H428,Olhos e anexos
H43,Olhos e anexos
H430,Olhos e anexos
H431,Olhos e anexos
H432,Olhos e anexos
H433,Olhos e anexos
H438,Olhos e anexos
H439,Olhos e anexos
H44,Olhos e anexos
H440,Olhos e anexos
H441,Olhos e anexos
H442,Olhos e anexos
H443,Olhos e anexos
H444,Olhos e anexos
H445,Olhos e anexos
H446,Olhos e anexos
H447,Olhos e anexos
H448,Olhos e anexos
H449,Olhos e anexos
H45,Olhos e anexos
H450,Olhos e anexos
H451,Olhos e anexos
H458,Olhos e anexos
H46,Olhos e anexos
H47,Olhos e anexos
H470,Olhos e anexos
H471,Olhos e anexos
H472,Olhos e anexos
H473,Olhos e anexos
H474,Olhos e anexos
H475,Olhos e anexos
H476,Olhos e anexos
H477,Olhos e anexos
H48,Olhos e anexos
H480,Olhos e anexos
H481,Olhos e anexos
H488,Olhos e anexos
H49,Olhos e anexos
H490,Olhos e anexos
H491,Olhos e anexos
H492,Olhos e anexos
H493,Olhos e anexos
H494,Olhos e anexos
H498,Olhos e anexos
H499,Olhos e anexos
H50,Olhos e anexos
H500,Olhos e anexos
H501,Olhos e anexos
H502,Olhos e anexos
H503,Olhos e anexos
H504,Olhos e anexos
H505,Olhos e anexos
H506,Olhos e anexos
H508,Olhos e anexos
H509,Olhos e anexos
H51,Olhos e anexos
H510,Olhos e anexos
H511,Olhos e anexos
H512,Olhos e anexos
H518,Olhos e anexos
H519,Olhos e anexos
H52,Olhos e anexos
H520,Olhos e anexos
H521,Olhos e anexos
H522,Olhos e anexos
H523,Olhos e anexos
H524,Olhos e anexos
H525,Olhos e anexos
H526,Olhos e anexos
H527,Olhos e anexos
H53,Olhos e anexos
H530,Olhos e anexos
H531,Olhos e anexos
H532,Olhos e anexos
H533,Olhos e anexos
H534,Olhos e anexos
H535,Olhos e anexos
H536,Olhos e anexos
H538,Olhos e anexos
H539,Olhos e anexos
H54,Olhos e anexos
H540,Olhos e anexos
H541,Olhos e anexos
H542,Olhos e anexos
H543,Olhos e anexos
H544,Olhos e anexos
H545,Olhos e anexos
H546,Olhos e anexos
H547,Olhos e anexos
H55,Olhos e anexos
H57,Olhos e anexos
H570,Olhos e anexos
H571,Olhos e anexos
H578,Olhos e anexos
H579,Olhos e anexos
H58,Olhos e anexos
H580,Olhos e anexos
H581,Olhos e anexos
H588,Olhos e anexos
H59,Olhos e anexos
H590,Olhos e anexos
H598,Olhos e anexos
H599,Olhos e anexos
H60,Ouvido
H600,Ouvido
H601,Ouvido
H602,Ouvido
H603,Ouvido
H604,Ouvido
H605,Ouvido
H608,Ouvido
H609,Ouvido
H61,Ouvido
H610,Ouvido
H611,Ouvido
H612,Ouvido
H613,Ouvido
H618,Ouvido
H619,Ouvido
H62,Ouvido
H620,Ouvido
H621,Ouvido
H622,Ouvido
H623,Ouvido
H624,Ouvido
H628,Ouvido
H65,Ouvido
H650,Ouvido
H651,Ouvido
H652,Ouvido
H653,Ouvido
H654,Ouvido
H659,Ouvido
H66,Ouvido
H660,Ouvido
H661,Ouvido
H662,Ouvido
H663,Ouvido
H664,Ouvido
H669,Ouvido
H67,Ouvido
H670,Ouvido
H671,Ouvido
H678,Ouvido
H68,Ouvido
H680,Ouvido
H681,Ouvido
H69,Ouvido
H690,Ouvido
H698,Ouvido
H699,Ouvido
H70,Ouvido
H700,Ouvido
H701,Ouvido
H702,Ouvido
H708,Ouvido
H709,Ouvido
H71,Ouvido
H72,Ouvido
H720,Ouvido
H721,Ouvido
H722,Ouvido
H728,Ouvido
H729,Ouvido
H73,Ouvido
H730,Ouvido
H731,Ouvido
H738,Ouvido
H739,Ouvido
H74,Ouvido
H740,Ouvido
H741,Ouvido
H742,Ouvido
H743,Ouvido
H744,Ouvido
H748,Ouvido
H749,Ouvido
H75,Ouvido
H750,Ouvido
H758,Ouvido
H80,Ouvido
H800,Ouvido
H801,Ouvido
H802,Ouvido
H808,Ouvido
H809,Ouvido
H81,Ouvido
H810,Ouvido
H811,Ouvido
H812,Ouvido
H813,Ouvido
H814,Ouvido
H818,Ouvido
H819,Ouvido
H82,Ouvido
H83,Ouvido
H830,Ouvido
H831,Ouvido
H832,Ouvido
H833,Ouvido
H838,Ouvido
H839,Ouvido
H90,Ouvido
H900,Ouvido
H901,Ouvido
H902,Ouvido
H903,Ouvido
H904,Ouvido
H905,Ouvido
H906,Ouvido
H907,Ouvido
H908,Ouvido
H91,Ouvido
H910,Ouvido
H911,Ouvido
H912,Ouvido
H913,Ouvido
H918,Ouvido
H919,Ouvido
H92,Ouvido
H920,Ouvido
H921,Ouvido
H922,Ouvido
H93,Ouvido
H930,Ouvido
H931,Ouvido
H932,Ouvido
H933,Ouvido
H938,Ouvido
H939,Ouvido
H94,Ouvido
H940,Ouvido
H948,Ouvido
H95,Ouvido
H950,Ouvido
H951,Ouvido
H958,Ouvido
H959,Ouvido
I00,Circulatório
I01,Circulatório
I010,Circulatório
I011,Circulatório
I012,Circulatório
I018,Circulatório
I019,Circulatório
I02,Circulatório
I020,Circulatório
I029,Circulatório
I05,Circulatório
I050,Circulatório
I051,Circulatório
I052,Circulatório
I058,Circulatório
I059,Circulatório
I06,Circulatório
I060,Circulatório
I061,Circulatório
I062,Circulatório
I068,Circulatório
I069,Circulatório
I07,Circulatório
I070,Circulatório
I071,Circulatório
I072,Circulatório
I078,Circulatório
I079,Circulatório
I08,Circulatório
I080,Circulatório
I081,Circulatório
I082,Circulatório
I083,Circulatório
I088,Circulatório
I089,Circulatório
I09,Circulatório
I090,Circulatório
I091,Circulatório
I092,Circulatório
I098,Circulatório
I099,Circulatório
I10,Circulatório
I11,Circulatório
I110,Circulatório
I119,Circulatório
I12,Circulatório
I120,Circulatório
I129,Circulatório
I13,Circulatório
I130,Circulatório
I131,Circulatório
I132,Circulatório
I139,Circulatório
I15,Circulatório
I150,Circulatório
I151,Circulatório
I152,Circulatório
I158,Circulatório
I159,Circulatório
I20,Circulatório
I200,Circulatório
I201,Circulatório
I208,Circulatório
I209,Circulatório
I21,Circulatório
I210,Circulatório
I211,Circulatório
I212,Circulatório
I213,Circulatório
I214,Circulatório
I219,Circulatório
I22,Circulatório
I220,Circulatório
I221,Circulatório
I228,Circulatório
I229,Circulatório
I23,Circulatório
I230,Circulatório
I231,Circulatório
I232,Circulatório
I233,Circulatório
I234,Circulatório
I235,Circulatório
I236,Circulatório
I238,Circulatório
I24,Circulatório
I240,Circulatório
I241,Circulatório
I248,Circulatório
I249,Circulatório
I25,Circulatório
I250,Circulatório
I251,Circulatório
I252,Circulatório
I253,Circulatório
I254,Circulatório
I255,Circulatório
I256,Circulatório
I258,Circulatório
I259,Circulatório
I26,Circulatório
I260,Circulatório
I269,Circulatório
I27,Circulatório
I270,Circulatório
I271,Circulatório
I272,circulatório.
I278,Circulatório
I279,Circulatório
I28,Circulatório
I280,Circulatório
I281,Circulatório
I288,Circulatório
I289,Circulatório
I30,Circulatório
I300,Circulatório
I301,Circulatório
I308,Circulatório
I309,Circulatório
I31,Circulatório
I310,Circulatório
I311,Circulatório
I312,Circulatório
I313,Circulatório
I318,Circulatório
I319,Circulatório
I32,Circulatório
I320,Circulatório
I321,Circulatório
I328,Circulatório
I33,Circulatório
I330,Circulatório
I339,Circulatório
I34,Circulatório
I340,Circulatório
I341,Circulatório
I342,Circulatório
I348,Circulatório
I349,Circulatório
I35,Circulatório
I350,Circulatório
I351,Circulatório
I352,Circulatório
I358,Circulatório
I359,Circulatório
I36,Circulatório
I360,Circulatório
I361,Circulatório
I362,Circulatório
I368,Circulatório
I369,Circulatório
I37,Circulatório
I370,Circulatório
I371,Circulatório
I372,Circulatório
I378,Circulatório
I379,Circulatório
I38,Circulatório
I39,Circulatório
I390,Circulatório
I391,Circulatório
I392,Circulatório
I393,Circulatório
I394,Circulatório
I398,Circulatório
I40,Circulatório
I400,Circulatório
I401,Circulatório
I408,Circulatório
I409,Circulatório
I41,Circulatório
I410,Circulatório
I411,Circulatório
I412,Circulatório
I418,Circulatório
I42,Circulatório
I420,Circulatório
I421,Circulatório
I422,Circulatório
I423,Circulatório
I424,Circulatório
I425,Circulatório
I426,Circulatório
I427,Circulatório
I428,Circulatório
I429,Circulatório
I43,Circulatório
I430,Circulatório
I431,Circulatório
I432,Circulatório
I438,Circulatório
I44,Circulatório
I440,Circulatório
I441,Circulatório
I442,Circulatório
I443,Circulatório
I444,Circulatório
I445,Circulatório
I446,Circulatório
I447,Circulatório
I45,Circulatório
I450,Circulatório
I451,Circulatório
I452,Circulatório
I453,Circulatório
I454,Circulatório
I455,Circulatório
I456,Circulatório
I458,Circulatório
I459,Circulatório
I46,Circulatório
I460,Circulatório
I461,Circulatório
I469,Circulatório
I47,Circulatório
I470,Circulatório
I471,Circulatório
I472,Circulatório
I479,Circulatório
I48,Circulatório
I49,Circulatório
I490,Circulatório
I491,Circulatório
I492,Circulatório
I493,Circulatório
I494,Circulatório
I495,Circulatório
I498,Circulatório
I499,Circulatório
I50,Circulatório
I500,Circulatório
I501,Circulatório
I509,Circulatório
I51,Circulatório
I510,Circulatório
I511,Circulatório
I512,Circulatório
I513,Circulatório
I514,Circulatório
I515,Circulatório
I516,Circulatório
I517,Circulatório
I518,Circulatório
I519,Circulatório
I52,Circulatório
I520,Circulatório
I521,Circulatório
I528,Circulatório
I60,Circulatório
I600,Circulatório
I601,Circulatório
I602,Circulatório
I603,Circulatório
I604,Circulatório
I605,Circulatório
I606,Circulatório
I607,Circulatório
I608,Circulatório
I609,Circulatório
I61,Circulatório
I610,Circulatório
I611,Circulatório
I612,Circulatório
I613,Circulatório
I614,Circulatório
I615,Circulatório
I616,Circulatório
I618,Circulatório
I619,Circulatório
I62,Circulatório
I620,Circulatório
I621,Circulatório
I629,Circulatório
I63,Circulatório
I630,Circulatório
I631,Circulatório
I632,Circulatório
I633,Circulatório
I634,Circulatório
I635,Circulatório
I636,Circulatório
I638,Circulatório
I639,Circulatório
I64,Circulatório
I65,Circulatório
I650,Circulatório
I651,Circulatório
I652,Circulatório
I653,Circulatório
I658,Circulatório
I659,Circulatório
I66,Circulatório
I660,Circulatório
I661,Circulatório
I662,Circulatório
I663,Circulatório
I664,Circulatório
I668,Circulatório
I669,Circulatório
I67,Circulatório
I670,Circulatório
I671,Circulatório
I672,Circulatório
I673,Circulatório
I674,Circulatório
I675,Circulatório
I676,Circulatório
I677,Circulatório
I678,Circulatório
I679,Circulatório
I68,Circulatório
I680,Circulatório
I681,Circulatório
I682,Circulatório
I688,Circulatório
I69,Circulatório
I690,Circulatório
I691,Circulatório
I692,Circulatório
I693,Circulatório
I694,Circulatório
I698,Circulatório
I70,Circulatório
I700,Circulatório
I701,Circulatório
I702,Circulatório
I708,Circulatório
I709,Circulatório
I71,Circulatório
I710,Circulatório
I711,Circulatório
I712,Circulatório
I713,Circulatório
I714,Circulatório
I715,Circulatório
I716,Circulatório
I718,Circulatório
I719,Circulatório
I72,Circulatório
I720,Circulatório
I721,Circulatório
I722,Circulatório
I723,Circulatório
I724,Circulatório
I728,Circulatório
I729,Circulatório
I73,Circulatório
I730,Circulatório
I731,Circulatório
I738,Circulatório
I739,Circulatório
I74,Circulatório
I740,Circulatório
I741,Circulatório
I742,Circulatório
I743,Circulatório
I744,Circulatório
I745,Circulatório
I748,Circulatório
I749,Circulatório
I77,Circulatório
I770,Circulatório
I771,Circulatório
I772,Circulatório
I773,Circulatório
I774,Circulatório
I775,Circulatório
I776,Circulatório
I778,Circulatório
I779,Circulatório
I78,Circulatório
I780,Circulatório
I781,Circulatório
I788,Circulatório
I789,Circulatório
I79,Circulatório
I790,Circulatório
I791,Circulatório
I792,Circulatório
I798,Circulatório
I80,Circulatório
I800,Circulatório
I801,Circulatório
I802,Circulatório
I803,Circulatório
I808,Circulatório
I809,Circulatório
I81,Circulatório
I82,Circulatório
I820,Circulatório
I821,Circulatório
I822,Circulatório
I823,Circulatório
I828,Circulatório
I829,Circulatório
I83,Circulatório
I830,Circulatório
I831,Circulatório
I832,Circulatório
I839,Circulatório
I84,Circulatório
I840,Circulatório
I841,Circulatório
I842,Circulatório
I843,Circulatório
I844,Circulatório
I845,Circulatório
I846,Circulatório
I847,Circulatório
I848,Circulatório
I849,Circulatório
I85,Circulatório
I850,Circulatório
I859,Circulatório
I86,Circulatório
I860,Circulatório
I861,Circulatório
I862,Circulatório
I863,Circulatório
I864,Circulatório
I868,Circulatório
I87,Circulatório
I870,Circulatório
I871,Circulatório
I872,Circulatório
I878,Circulatório
I879,Circulatório
I88,Circulatório
I880,Circulatório
I881,Circulatório
I888,Circulatório
I889,Circulatório
I89,Circulatório
I890,Circulatório
I891,Circulatório
I898,Circulatório
I899,Circulatório
I95,Circulatório
I950,Circulatório
I951,Circulatório
I952,Circulatório
I958,Circulatório
I959,Circulatório
I97,Circulatório
I970,Circulatório
I971,Circulatório
I972,Circulatório
I978,Circulatório
I979,Circulatório
I98,Circulatório
I980,Circulatório
I981,Circulatório
I982,Circulatório
I988,Circulatório
I99,Circulatório
J00,Respiratório
J01,Respiratório
J010,Respiratório
J011,Respiratório
J012,Respiratório
J013,Respiratório
J014,Respiratório
J018,Respiratório
J019,Respiratório
J02,Respiratório
J020,Respiratório
J028,Respiratório
J029,Respiratório
J03,Respiratório
J030,Respiratório
J038,Respiratório
J039,Respiratório
J04,Respiratório
J040,Respiratório
J041,Respiratório
J042,Respiratório
J05,Respiratório
J050,Respiratório
J051,Respiratório
J06,Respiratório
J060,Respiratório
J068,Respiratório
J069,Respiratório
J09,respiratório
J10,Respiratório
J100,Respiratório
J101,Respiratório
J108,Respiratório
J11,Respiratório
J110,Respiratório
J111,Respiratório
J118,Respiratório
J12,Respiratório
J120,Respiratório
J121,Respiratório
J122,Respiratório
J128,Respiratório
J129,Respiratório
J13,Respiratório
J14,Respiratório
J15,Respiratório
J150,Respiratório
J151,Respiratório
J152,Respiratório
J153,Respiratório
J154,Respiratório
J155,Respiratório
J156,Respiratório
J157,Respiratório
J158,Respiratório
J159,Respiratório
J16,Respiratório
J160,Respiratório
J168,Respiratório
J17,Respiratório
J170,Respiratório
J171,Respiratório
J172,Respiratório
J173,Respiratório
J178,Respiratório
J18,Respiratório
J180,Respiratório
J181,Respiratório
J182,Respiratório
J188,Respiratório
J189,Respiratório
J20,Respiratório
J200,Respiratório
J201,Respiratório
J202,Respiratório
J203,Respiratório
J204,Respiratório
J205,Respiratório
J206,Respiratório
J207,Respiratório
